"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","OK","LUTCP"," 661"," 643"," 588"," 588"," 617"," 679"," 706"," 563"," 619"," 611"," 622"," 752"," 805"," 1075"," 1029"," 810"," 900"," 1355"," 1456"," 1523"," 1356"," 1301"," 1186"," 1242"," 1324"," 1234"," 1207"," 1364"," 1316"," 1349"," 1389"," 1242"," 1267"," 1290"," 1348"," 1325"," 1286"," 1358"," 1422"," 1437"," 1415"," 1297"," 1281"," 1185"," 1200"," 1194"," 1163"," 1201"," 1115"," 1003"," 846"," 829"," 770"," 800"," 890"," 968"," 897"," 867"," 844"," 804"," 695"," 644"," 679"," 536"
"2023F","OK","LUTXB"," 4007"," 3900"," 3566"," 3565"," 3743"," 4120"," 4280"," 3417"," 3753"," 3705"," 3774"," 4561"," 4884"," 6518"," 6242"," 4913"," 5458"," 8221"," 8828"," 9238"," 8226"," 7889"," 7194"," 7532"," 8032"," 7485"," 7319"," 8275"," 7980"," 8185"," 8423"," 7535"," 7682"," 7822"," 8176"," 8036"," 7798"," 8238"," 8624"," 8714"," 8584"," 7865"," 7771"," 7185"," 7279"," 7241"," 7055"," 7285"," 6763"," 6081"," 5129"," 5028"," 4672"," 4852"," 5399"," 5873"," 5441"," 5256"," 5119"," 4876"," 4216"," 3904"," 4117"," 3248"
"2023F","OK","LUTXP"," 661"," 643"," 588"," 588"," 617"," 679"," 706"," 563"," 619"," 611"," 622"," 752"," 805"," 1075"," 1029"," 810"," 900"," 1355"," 1456"," 1523"," 1356"," 1301"," 1186"," 1242"," 1324"," 1234"," 1207"," 1364"," 1316"," 1349"," 1389"," 1242"," 1267"," 1290"," 1348"," 1325"," 1286"," 1358"," 1422"," 1437"," 1415"," 1297"," 1281"," 1185"," 1200"," 1194"," 1163"," 1201"," 1115"," 1003"," 846"," 829"," 770"," 800"," 890"," 968"," 897"," 867"," 844"," 804"," 695"," 644"," 679"," 536"
"2023F","OK","MBICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-8261","-5930","-4028","-1755","-5292","-7179","-3264","-1498"," 1467"," 1420","-690"," 2031"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","MBICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-1573","-1129","-767","-334","-1007","-1367","-621","-285"," 279"," 270","-131"," 387"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","MGACB"," 111089"," 114508"," 119736"," 123135"," 125948"," 130271"," 136676"," 140987"," 149534"," 157247"," 166920"," 173335"," 184192"," 192793"," 190730"," 198393"," 209244"," 216827"," 226753"," 213169"," 204729"," 215438"," 224634"," 220802"," 213070"," 214611"," 206525"," 197257"," 197897"," 197871"," 198511"," 197986"," 204237"," 207378"," 210529"," 214203"," 221514"," 215407"," 218488"," 222893"," 216448"," 216988"," 211858"," 217450"," 226121"," 225443"," 217090"," 225722"," 220762"," 217428"," 226857"," 212781"," 223789"," 219278"," 234505"," 225176"," 228069"," 222180"," 227241"," 223960"," 203672"," 218379"," 215258"," 219229"
"2023F","OK","MGACP"," 21148"," 21799"," 22794"," 23441"," 23976"," 24799"," 26019"," 26839"," 28466"," 29935"," 31776"," 32997"," 35064"," 36701"," 36309"," 37768"," 39833"," 41277"," 43166"," 40580"," 38974"," 41012"," 42763"," 42034"," 40562"," 40855"," 39316"," 37551"," 37673"," 37668"," 37790"," 37690"," 38880"," 39750"," 40378"," 41161"," 42509"," 41385"," 41993"," 42847"," 41617"," 41721"," 40750"," 41841"," 43518"," 43421"," 41869"," 43898"," 43236"," 42717"," 44772"," 42027"," 44210"," 43336"," 46354"," 44528"," 45117"," 43970"," 44963"," 44331"," 40315"," 43243"," 42634"," 43420"
"2023F","OK","MGCCB"," 929"," 973"," 1016"," 1029"," 1038"," 1071"," 1099"," 1094"," 1096"," 1166"," 1205"," 1233"," 1268"," 1313"," 1319"," 1389"," 1448"," 1480"," 1526"," 1548"," 1581"," 1654"," 1685"," 2158"," 3148"," 1776"," 1815"," 1884"," 1790"," 1641"," 1963"," 1215"," 906"," 193"," 194"," 197"," 197"," 194"," 195"," 195"," 197"," 201"," 396"," 404"," 668"," 721"," 639"," 1122"," 992"," 885"," 817"," 756"," 814"," 900"," 823"," 4828"," 4784"," 4364"," 4442"," 4462"," 4498"," 4545"," 5574"," 4677"
"2023F","OK","MGCCP"," 177"," 185"," 193"," 196"," 198"," 204"," 209"," 208"," 209"," 222"," 229"," 235"," 241"," 250"," 251"," 264"," 276"," 282"," 290"," 295"," 301"," 315"," 321"," 411"," 599"," 338"," 346"," 359"," 341"," 312"," 374"," 231"," 172"," 37"," 37"," 38"," 38"," 37"," 37"," 37"," 38"," 39"," 76"," 78"," 129"," 139"," 123"," 218"," 194"," 174"," 161"," 149"," 161"," 178"," 163"," 955"," 946"," 864"," 879"," 883"," 890"," 900"," 1104"," 926"
"2023F","OK","MGICB"," 7265"," 6761"," 5972"," 5230"," 4528"," 4264"," 3693"," 3455"," 3266"," 3039"," 2706"," 2518"," 2357"," 2548"," 2298"," 2297"," 1936"," 1809"," 1606"," 2123"," 1884"," 1818"," 1708"," 1505"," 3923"," 5130"," 4764"," 4314"," 4159"," 4769"," 4381"," 4700"," 4364"," 5353"," 5783"," 6157"," 6337"," 6494"," 6865"," 3570"," 3489"," 6594"," 7269"," 7494"," 8786"," 8255"," 8724"," 6526"," 5604"," 5638"," 4222"," 4296"," 4223"," 4664"," 3638"," 4495"," 4840"," 4868"," 4943"," 4631"," 4623"," 4578"," 4782"," 4439"
"2023F","OK","MGICP"," 1383"," 1287"," 1137"," 996"," 862"," 812"," 703"," 658"," 622"," 579"," 515"," 479"," 449"," 485"," 437"," 437"," 369"," 344"," 306"," 404"," 359"," 346"," 325"," 286"," 747"," 977"," 907"," 821"," 792"," 908"," 834"," 895"," 831"," 1026"," 1109"," 1183"," 1216"," 1248"," 1319"," 686"," 671"," 1268"," 1398"," 1442"," 1691"," 1590"," 1683"," 1269"," 1098"," 1108"," 833"," 848"," 834"," 922"," 719"," 889"," 957"," 963"," 978"," 917"," 915"," 907"," 947"," 879"
"2023F","OK","MGTCB"," 119283"," 122242"," 126725"," 129394"," 131514"," 135606"," 141467"," 145536"," 153897"," 161452"," 170831"," 177086"," 187817"," 196654"," 194347"," 202079"," 212628"," 220116"," 229885"," 216840"," 208194"," 218910"," 228027"," 224465"," 220142"," 221517"," 213104"," 203455"," 203846"," 204281"," 204855"," 203900"," 209508"," 212924"," 216507"," 220557"," 228047"," 222095"," 225547"," 226658"," 220134"," 223783"," 219523"," 225349"," 235575"," 234418"," 226453"," 233370"," 227358"," 223951"," 231897"," 217832"," 228826"," 224842"," 238966"," 234499"," 237692"," 231412"," 236626"," 233052"," 212793"," 227502"," 225614"," 228345"
"2023F","OK","MGTCP"," 22708"," 23271"," 24124"," 24632"," 25036"," 25815"," 26931"," 27705"," 29297"," 30735"," 32521"," 33711"," 35754"," 37437"," 36997"," 38469"," 40477"," 41903"," 43763"," 41279"," 39633"," 41673"," 43409"," 42731"," 41908"," 42170"," 40568"," 38731"," 38806"," 38888"," 38998"," 38816"," 39883"," 40814"," 41524"," 42382"," 43763"," 42670"," 43349"," 43571"," 42325"," 43027"," 42224"," 43361"," 45338"," 45150"," 43675"," 45385"," 44528"," 43998"," 45766"," 43024"," 45205"," 44435"," 47236"," 46371"," 47021"," 45797"," 46820"," 46131"," 42121"," 45050"," 44685"," 45226"
"2023F","OK","MGTXB"," 119283"," 122242"," 126725"," 129394"," 131514"," 135606"," 141467"," 145536"," 153897"," 161452"," 170831"," 177086"," 187817"," 196654"," 194347"," 202079"," 212628"," 220116"," 229885"," 216840"," 208194"," 218910"," 228027"," 224465"," 220142"," 221517"," 213104"," 203455"," 203846"," 204281"," 204855"," 203900"," 209508"," 212924"," 216507"," 220557"," 228047"," 222095"," 225547"," 226658"," 220134"," 223783"," 219523"," 225349"," 235575"," 234418"," 226453"," 233370"," 227358"," 223951"," 231897"," 217832"," 228826"," 224842"," 238966"," 234499"," 237692"," 231412"," 236626"," 233052"," 212793"," 227502"," 225614"," 228345"
"2023F","OK","MGTXP"," 22708"," 23271"," 24124"," 24632"," 25036"," 25815"," 26931"," 27705"," 29297"," 30735"," 32521"," 33711"," 35754"," 37437"," 36997"," 38469"," 40477"," 41903"," 43763"," 41279"," 39633"," 41673"," 43409"," 42731"," 41908"," 42170"," 40568"," 38731"," 38806"," 38888"," 38998"," 38816"," 39883"," 40814"," 41524"," 42382"," 43763"," 42670"," 43349"," 43571"," 42325"," 43027"," 42224"," 43361"," 45338"," 45150"," 43675"," 45385"," 44528"," 43998"," 45766"," 43024"," 45205"," 44435"," 47236"," 46371"," 47021"," 45797"," 46820"," 46131"," 42121"," 45050"," 44685"," 45226"
"2023F","OK","MMACB"," 111089"," 114508"," 119736"," 123135"," 125948"," 130271"," 136676"," 140987"," 149534"," 157247"," 166920"," 173335"," 184192"," 192793"," 190730"," 198393"," 209244"," 216827"," 226753"," 213169"," 204729"," 215438"," 224634"," 220802"," 213070"," 214611"," 206525"," 197257"," 197897"," 197871"," 198511"," 197986"," 204237"," 207378"," 210529"," 214203"," 221514"," 215407"," 218488"," 222893"," 216448"," 216988"," 211858"," 217450"," 226121"," 221979"," 213638"," 218906"," 207961"," 205759"," 214556"," 200724"," 211228"," 207367"," 220704"," 210356"," 213225"," 207534"," 212387"," 209101"," 190197"," 203835"," 200787"," 204445"
"2023F","OK","MMCCB"," 929"," 973"," 1016"," 1029"," 1038"," 1071"," 1099"," 1094"," 1096"," 1166"," 1205"," 1233"," 1268"," 1313"," 1319"," 1389"," 1448"," 1480"," 1526"," 1548"," 1581"," 1654"," 1685"," 2158"," 3148"," 1776"," 1815"," 1884"," 1790"," 1641"," 1963"," 1215"," 906"," 193"," 194"," 197"," 197"," 194"," 195"," 195"," 197"," 201"," 396"," 404"," 668"," 709"," 629"," 1088"," 935"," 837"," 773"," 713"," 768"," 851"," 774"," 4510"," 4472"," 4077"," 4151"," 4166"," 4200"," 4243"," 5199"," 4362"
"2023F","OK","MMICB"," 7265"," 6761"," 5972"," 5230"," 4528"," 4264"," 3693"," 3455"," 3266"," 3039"," 2706"," 2518"," 2357"," 2548"," 2298"," 2297"," 1936"," 1809"," 1606"," 2123"," 1884"," 1818"," 1708"," 1505"," 3923"," 5130"," 4764"," 4314"," 4159"," 4769"," 4381"," 4700"," 4364"," 5353"," 5783"," 6157"," 6337"," 6494"," 6865"," 3570"," 3489"," 6594"," 7269"," 7494"," 8786"," 8128"," 8585"," 6329"," 5279"," 5335"," 3993"," 4053"," 3986"," 4411"," 3424"," 4199"," 4525"," 4547"," 4620"," 4324"," 4317"," 4273"," 4460"," 4140"
"2023F","OK","MMTCB"," 119283"," 122242"," 126725"," 129394"," 131514"," 135606"," 141467"," 145536"," 153897"," 161452"," 170831"," 177086"," 187817"," 196654"," 194347"," 202079"," 212628"," 220116"," 229885"," 216840"," 208194"," 218910"," 228027"," 224465"," 220142"," 221517"," 213104"," 203455"," 203846"," 204281"," 204855"," 203900"," 209508"," 212924"," 216507"," 220557"," 228047"," 222095"," 225547"," 226658"," 220134"," 223783"," 219523"," 225349"," 235575"," 230816"," 222852"," 226324"," 214176"," 211931"," 219322"," 205490"," 215982"," 212629"," 224902"," 219065"," 222223"," 216158"," 221159"," 217590"," 198715"," 212350"," 210447"," 212947"
"2023F","OK","MSICB"," 220"," 245"," 269"," 142"," 142"," 139"," 94"," 88"," 98"," 92"," 82"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 155"," 155"," 189"," 173"," 156"," 296"," 194"," 184"," 206"," 189"," 338"," 371"," 451"," 424"," 452"," 244"," 262"," 246"," 221"," 220"," 263"," 259"," 275"," 294"," 307"," 319"," 313"," 491"," 525"," 542"," 549"," 698"," 695"," 632"," 599"," 599"," 411"," 395"
"2023F","OK","MSICP"," 38"," 42"," 46"," 25"," 25"," 24"," 16"," 15"," 17"," 16"," 14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 27"," 27"," 33"," 30"," 27"," 51"," 34"," 32"," 35"," 33"," 58"," 64"," 78"," 73"," 78"," 42"," 45"," 42"," 38"," 38"," 45"," 45"," 47"," 51"," 53"," 55"," 54"," 85"," 91"," 94"," 95"," 120"," 120"," 109"," 103"," 103"," 71"," 68"
"2023F","OK","NAICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NAICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NGACB"," 9294"," 10406"," 8298"," 9109"," 8296"," 12882"," 13314"," 14524"," 14192"," 14372"," 23507"," 26699"," 25053"," 26309"," 24660"," 23614"," 26922"," 27763"," 19160"," 25546"," 22787"," 22539"," 29115"," 25453"," 28005"," 25815"," 21599"," 24469"," 28782"," 37285"," 26577"," 25422"," 26305"," 27296"," 26967"," 31284"," 34612"," 26315"," 24907"," 24961"," 21863"," 24952"," 24840"," 32307"," 32417"," 32610"," 32561"," 29503"," 28778"," 30081"," 31802"," 32123"," 34170"," 43650"," 49224"," 49589"," 52664"," 53488"," 59982"," 60709"," 46932"," 45077"," 45970"," 48472"
"2023F","OK","NGACP"," 8980"," 10054"," 8017"," 8878"," 8086"," 12556"," 13002"," 14184"," 13873"," 14049"," 22778"," 25871"," 24596"," 26061"," 24064"," 23704"," 27128"," 27424"," 19082"," 25408"," 22742"," 21966"," 28816"," 24555"," 27534"," 25316"," 21117"," 23735"," 27740"," 36482"," 26030"," 25091"," 25759"," 26733"," 26287"," 30833"," 33848"," 26162"," 24742"," 24456"," 21686"," 24308"," 24126"," 31356"," 31448"," 31665"," 31510"," 28663"," 27810"," 29128"," 30854"," 31204"," 33095"," 42158"," 47410"," 47400"," 50243"," 51300"," 58068"," 58828"," 45525"," 43864"," 44440"," 46862"
"2023F","OK","NGCCB"," 29836"," 24431"," 24734"," 27398"," 29979"," 27927"," 28939"," 39382"," 43734"," 42097"," 45326"," 43321"," 44668"," 40788"," 42092"," 41647"," 44521"," 48849"," 45916"," 52319"," 47228"," 41899"," 46137"," 45792"," 45183"," 41595"," 37350"," 33431"," 49668"," 39356"," 37990"," 40110"," 35935"," 41624"," 37449"," 40219"," 47194"," 45350"," 44092"," 40382"," 43476"," 41633"," 41419"," 38609"," 38246"," 40534"," 36676"," 42044"," 42192"," 42776"," 43106"," 41582"," 37279"," 45804"," 48841"," 43921"," 38850"," 39447"," 48508"," 50351"," 43710"," 45047"," 47052"," 46183"
"2023F","OK","NGCCP"," 28827"," 23605"," 23898"," 26704"," 29219"," 27219"," 28261"," 38459"," 42751"," 41151"," 43921"," 41978"," 43852"," 40403"," 41074"," 41806"," 44862"," 48253"," 45729"," 52036"," 47135"," 40833"," 45664"," 44177"," 44423"," 40791"," 36517"," 32428"," 47870"," 38509"," 37208"," 39588"," 35190"," 40766"," 36504"," 39639"," 46152"," 45086"," 43800"," 39565"," 43125"," 40558"," 40229"," 37472"," 37103"," 39359"," 35492"," 40846"," 40772"," 41421"," 41822"," 40393"," 36106"," 44238"," 47041"," 41982"," 37064"," 37833"," 46960"," 48791"," 42400"," 43835"," 45486"," 44650"
"2023F","OK","NGEIB"," 85718"," 85960"," 101223"," 119452"," 127175"," 130539"," 150661"," 157949"," 165755"," 200617"," 242232"," 248475"," 273740"," 281303"," 305889"," 312304"," 344905"," 349119"," 364320"," 351169"," 345777"," 299130"," 258035"," 249035"," 233986"," 209517"," 205720"," 196727"," 184133"," 188212"," 183600"," 181708"," 162385"," 166020"," 165976"," 166302"," 147548"," 139759"," 186624"," 181968"," 180883"," 179236"," 199729"," 202499"," 206168"," 249492"," 287049"," 294882"," 292228"," 294192"," 298734"," 273635"," 326477"," 256717"," 215996"," 266704"," 290883"," 237898"," 336184"," 360766"," 356478"," 272821"," 296458"," 368845"
"2023F","OK","NGEIK"," 1.035"," 1.035"," 1.035"," 1.026"," 1.026"," 1.026"," 1.024"," 1.024"," 1.023"," 1.023"," 1.032"," 1.032"," 1.051"," 1.04"," 1.041"," 1.038"," 1.042"," 1.046"," 1.048"," 1.05"," 1.048"," 1.047"," 1.045"," 1.051"," 1.04"," 1.044"," 1.043"," 1.047"," 1.039"," 1.042"," 1.042"," 1.039"," 1.038"," 1.039"," 1.034"," 1.034"," 1.028"," 1.032"," 1.03"," 1.028"," 1.029"," 1.031"," 1.025"," 1.029"," 1.031"," 1.03"," 1.03"," 1.029"," 1.033"," 1.033"," 1.034"," 1.036"," 1.027"," 1.037"," 1.041"," 1.048"," 1.05"," 1.041"," 1.031"," 1.034"," 1.031"," 1.031"," 1.033"," 1.031"
"2023F","OK","NGEIP"," 82820"," 83053"," 97800"," 116425"," 123952"," 127231"," 147130"," 154247"," 162029"," 196106"," 234721"," 240771"," 260457"," 270484"," 293842"," 300871"," 331003"," 333766"," 347634"," 334446"," 329940"," 285702"," 246923"," 236950"," 224987"," 200686"," 197239"," 187895"," 177222"," 180617"," 176242"," 174885"," 156414"," 159757"," 160595"," 160858"," 143496"," 135487"," 181191"," 177045"," 175758"," 173893"," 194770"," 196710"," 199907"," 242178"," 278602"," 286686"," 282942"," 284689"," 288986"," 264178"," 317867"," 247556"," 207577"," 254401"," 276964"," 228586"," 326213"," 348744"," 345716"," 264522"," 286901"," 357681"
"2023F","OK","NGGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 12985"," 13125"," 12951"," 13445"," 13797"," 13584"," 13738"," 13235"," 13235"," 14168"," 13724"," 14658"," 14767"," 14863"," 16479"," 14886"
"2023F","OK","NGICB"," 132527"," 130134"," 216976"," 270764"," 288163"," 242197"," 187684"," 179295"," 207700"," 224625"," 225274"," 235011"," 227396"," 202962"," 233745"," 221669"," 272949"," 274067"," 274875"," 329513"," 246389"," 259291"," 278689"," 252950"," 279329"," 249319"," 237919"," 296776"," 273913"," 282093"," 313057"," 272607"," 273826"," 285151"," 294277"," 278920"," 280244"," 289870"," 261377"," 240574"," 233077"," 193070"," 187394"," 215219"," 217160"," 216231"," 233601"," 249429"," 279649"," 249682"," 256272"," 266376"," 263841"," 267658"," 281609"," 289035"," 300757"," 308062"," 327993"," 331803"," 335186"," 317327"," 320151"," 336934"
"2023F","OK","NGICP"," 128045"," 125733"," 209639"," 263902"," 280861"," 236059"," 183285"," 175093"," 203030"," 219575"," 218289"," 227724"," 223244"," 201046"," 228093"," 222517"," 275039"," 270721"," 273758"," 327733"," 245902"," 252696"," 275831"," 244028"," 274630"," 244502"," 232611"," 287869"," 263995"," 276021"," 306609"," 269061"," 268146"," 279275"," 286851"," 274901"," 274053"," 288181"," 259647"," 235709"," 231195"," 188083"," 182010"," 208883"," 210670"," 209962"," 226062"," 242324"," 270239"," 241774"," 248636"," 258758"," 255541"," 258509"," 271232"," 276277"," 286933"," 295458"," 317527"," 321524"," 325139"," 308792"," 309495"," 325748"
"2023F","OK","NGRCB"," 61894"," 65120"," 65172"," 64266"," 69192"," 66534"," 68721"," 69012"," 76502"," 77042"," 79939"," 77646"," 79052"," 74447"," 74744"," 79617"," 81454"," 87895"," 84389"," 85748"," 76751"," 71595"," 80352"," 82137"," 82771"," 77611"," 68162"," 66149"," 74674"," 73372"," 66998"," 70112"," 67205"," 80009"," 71002"," 69706"," 78360"," 72183"," 66964"," 62882"," 67406"," 66330"," 69149"," 67674"," 61281"," 61145"," 54493"," 61616"," 68531"," 64331"," 67438"," 63194"," 50645"," 68448"," 71692"," 62142"," 53010"," 53248"," 69560"," 70060"," 62595"," 65642"," 63335"," 61104"
"2023F","OK","NGRCP"," 59801"," 62918"," 62968"," 62637"," 67439"," 64848"," 67110"," 67395"," 74782"," 75310"," 77460"," 75238"," 77608"," 73744"," 72937"," 79921"," 82078"," 86822"," 84046"," 85285"," 76599"," 69774"," 79528"," 79240"," 81379"," 76112"," 66641"," 64164"," 71970"," 71793"," 65618"," 69200"," 65811"," 78360"," 69211"," 68702"," 76629"," 71762"," 66521"," 61611"," 66862"," 64617"," 67163"," 65681"," 59449"," 59372"," 52734"," 59861"," 66225"," 62293"," 65429"," 61387"," 49052"," 66108"," 69050"," 59399"," 50573"," 51069"," 67340"," 67890"," 60719"," 63876"," 61227"," 59076"
"2023F","OK","NGTCB"," 319270"," 316051"," 416403"," 490988"," 522805"," 480079"," 449319"," 460163"," 507884"," 558754"," 616279"," 631152"," 649909"," 625808"," 681130"," 678851"," 770752"," 787694"," 788658"," 844294"," 738931"," 694455"," 692328"," 655366"," 669277"," 603855"," 570749"," 617551"," 611171"," 620318"," 628222"," 589960"," 565655"," 600099"," 595671"," 586432"," 587957"," 573479"," 583964"," 550768"," 546706"," 505220"," 522530"," 556306"," 555273"," 600011"," 644381"," 677472"," 711379"," 681062"," 697351"," 676910"," 712411"," 682277"," 667360"," 711393"," 736164"," 692145"," 842224"," 873688"," 844903"," 745911"," 772966"," 861539"
"2023F","OK","NGTCK"," 1.035"," 1.035"," 1.035"," 1.026"," 1.026"," 1.026"," 1.024"," 1.024"," 1.023"," 1.023"," 1.032"," 1.032"," 1.032"," 1.023"," 1.032"," 1.015"," 1.014"," 1.027"," 1.024"," 1.024"," 1.023"," 1.035"," 1.023"," 1.042"," 1.025"," 1.028"," 1.03"," 1.036"," 1.038"," 1.028"," 1.027"," 1.021"," 1.026"," 1.026"," 1.028"," 1.02"," 1.024"," 1.012"," 1.014"," 1.023"," 1.015"," 1.028"," 1.028"," 1.03"," 1.031"," 1.03"," 1.032"," 1.029"," 1.034"," 1.033"," 1.032"," 1.032"," 1.03"," 1.036"," 1.039"," 1.047"," 1.049"," 1.042"," 1.032"," 1.033"," 1.031"," 1.029"," 1.034"," 1.033"
"2023F","OK","NGTCP"," 308473"," 305363"," 402322"," 478546"," 509557"," 467913"," 438788"," 449378"," 496465"," 546191"," 597169"," 611582"," 629757"," 611738"," 660010"," 668819"," 760110"," 766986"," 770249"," 824908"," 722318"," 670971"," 676762"," 628950"," 652953"," 587407"," 554125"," 596091"," 588797"," 603422"," 611706"," 577825"," 551321"," 584891"," 579447"," 574934"," 574177"," 566678"," 575901"," 538386"," 538626"," 491459"," 508298"," 540103"," 538577"," 582535"," 624400"," 658379"," 687988"," 659305"," 675727"," 655920"," 691661"," 658569"," 642310"," 679459"," 701777"," 664246"," 816108"," 845777"," 819499"," 724890"," 747549"," 834017"
"2023F","OK","NGTPB"," 136.7"," 132.8"," 171.6"," 201.3"," 213.7"," 196.8"," 183.1"," 184.9"," 202.9"," 220.4"," 240.1"," 241"," 244.5"," 232.1"," 249.1"," 244.7"," 272.7"," 274.5"," 270.3"," 283.8"," 243"," 224.3"," 215.9"," 199.2"," 203.7"," 184.6"," 175.5"," 192.4"," 193"," 196.9"," 199.5"," 185.8"," 175.6"," 184.5"," 181.6"," 177.3"," 176"," 170"," 171.5"," 160.2"," 158.3"," 145.7"," 149.8"," 158.7"," 157.5"," 169.1"," 179.3"," 186.4"," 193.9"," 183.2"," 185.5"," 178.7"," 186.5"," 177"," 172"," 181.9"," 187.4"," 176"," 213.6"," 220.6"," 213.1"," 186.8"," 192"," 212"
"2023F","OK","NGTPP"," 132.1"," 128.3"," 165.8"," 196.2"," 208.3"," 191.8"," 178.8"," 180.5"," 198.3"," 215.5"," 232.6"," 233.6"," 236.9"," 226.9"," 241.3"," 241"," 268.9"," 267.2"," 264"," 277.3"," 237.5"," 216.7"," 211.1"," 191.1"," 198.7"," 179.6"," 170.4"," 185.7"," 185.9"," 191.5"," 194.3"," 182"," 171.2"," 179.8"," 176.6"," 173.8"," 171.9"," 168"," 169.1"," 156.6"," 155.9"," 141.7"," 145.7"," 154.1"," 152.8"," 164.2"," 173.7"," 181.2"," 187.5"," 177.3"," 179.7"," 173.1"," 181.1"," 170.9"," 165.6"," 173.8"," 178.7"," 168.9"," 207"," 213.5"," 206.7"," 181.6"," 185.7"," 205.2"
"2023F","OK","NGTXB"," 233551"," 230091"," 315180"," 371537"," 395631"," 349540"," 298658"," 302214"," 342128"," 358137"," 374046"," 382677"," 376169"," 344506"," 375242"," 366546"," 425846"," 438575"," 424339"," 493125"," 393155"," 395325"," 434292"," 406332"," 435288"," 394339"," 365030"," 420826"," 427038"," 432106"," 444622"," 408251"," 403271"," 434079"," 429696"," 420129"," 440410"," 433718"," 397339"," 368799"," 365822"," 325985"," 322802"," 353808"," 349104"," 350520"," 357330"," 382592"," 419150"," 386870"," 398618"," 403275"," 385935"," 425559"," 451366"," 444687"," 445280"," 454245"," 506042"," 512923"," 488423"," 473092"," 476508"," 492693"
"2023F","OK","NGTXK"," 1.035"," 1.035"," 1.035"," 1.026"," 1.026"," 1.026"," 1.024"," 1.024"," 1.023"," 1.023"," 1.032"," 1.032"," 1.019"," 1.01"," 1.025"," .996"," .992"," 1.012"," 1.004"," 1.005"," 1.002"," 1.026"," 1.01"," 1.037"," 1.017"," 1.02"," 1.023"," 1.031"," 1.038"," 1.022"," 1.021"," 1.013"," 1.021"," 1.021"," 1.026"," 1.015"," 1.023"," 1.006"," 1.007"," 1.021"," 1.008"," 1.027"," 1.03"," 1.03"," 1.031"," 1.03"," 1.033"," 1.029"," 1.035"," 1.033"," 1.031"," 1.029"," 1.032"," 1.035"," 1.038"," 1.046"," 1.048"," 1.043"," 1.033"," 1.032"," 1.031"," 1.028"," 1.034"," 1.034"
