"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","OK","EVNOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 22"," 25"," 48"," 47"," 58"," 51"," 62"," 80"," 75"
"2023F","OK","EVNTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 12"," 17"," 25"," 27"," 56"," 182"," 224"," 250"," 282"
"2023F","OK","EVPPP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 16"," 17"," 15"," 15"," 18"," 16"," 15"," 15"," 14"
"2023F","OK","EVPUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 19"," 27"," 63"," 71"," 111"," 224"," 267"," 301"," 329"
"2023F","OK","EVPVP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1"," 2"," 3"," 4"," 6"," 9"," 20"," 21"," 21"
"2023F","OK","EYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","EYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","EYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","EYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FFGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 18364"," 18532"," 18350"," 18821"," 19161"," 18964"," 19069"," 18635"," 18176"," 18577"," 18102"," 17979"," 18102"," 18185"," 19790"," 18212"
"2023F","OK","FFTCB"," 575776"," 575189"," 690555"," 775931"," 810054"," 775182"," 753681"," 774340"," 846348"," 904937"," 981599"," 1001019"," 1045113"," 1044680"," 1093632"," 1101109"," 1211768"," 1257977"," 1315334"," 1370411"," 1287826"," 1287665"," 1339256"," 1336557"," 1356229"," 1299270"," 1200804"," 1270597"," 1307725"," 1326670"," 1337588"," 1335946"," 1362164"," 1413215"," 1396219"," 1390839"," 1422935"," 1423736"," 1419646"," 1403257"," 1439457"," 1463005"," 1463231"," 1495557"," 1454200"," 1555188"," 1612331"," 1614163"," 1643168"," 1558906"," 1566195"," 1561935"," 1561473"," 1523696"," 1538085"," 1512972"," 1476895"," 1434282"," 1554518"," 1491951"," 1390447"," 1395014"," 1400889"," 1439444"
"2023F","OK","FNICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FNICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FSICB"," 0"," 0"," 0"," 1942"," 1893"," 2221"," 2469"," 2296"," 2292"," 2295"," 2772"," 3407"," 3104"," 2536"," 2944"," 3430"," 3599"," 3465"," 3789"," 2472"," 2864"," 1397"," 1298"," 1537"," 1807"," 1982"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","FSICP"," 0"," 0"," 0"," 324"," 315"," 370"," 411"," 383"," 382"," 382"," 462"," 568"," 517"," 423"," 491"," 572"," 600"," 577"," 632"," 412"," 477"," 233"," 216"," 256"," 301"," 330"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GDPRV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 79293.7"," 81778.6"," 84785.6"," 91645.7"," 97505.3"," 99916.9"," 106175.1"," 114237.5"," 125961.4"," 138352.3"," 146582.4"," 161609"," 147332.4"," 155267.5"," 167207.9"," 175361.2"," 184104.6"," 197074.1"," 187364.7"," 182238.8"," 192538.6"," 204193.9"," 205992.7"," 192516.2"," 217786.5"," 245976.2"," 256689.4"
"2023F","OK","GDPRX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 111864.6"," 114928.1"," 116968.4"," 121170.2"," 125695.7"," 127930.2"," 130147.8"," 134606.6"," 140360.1"," 149367.1"," 152879.6"," 158987.8"," 156856.8"," 158086.4"," 163859.3"," 172016"," 176086.8"," 186574.4"," 193792.6"," 190093.5"," 192538.6"," 196030.5"," 200072.2"," 191560.9"," 194132.8"," 193940.5"," 207923.3"
"2023F","OK","GECAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GECCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GEEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GEEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GEGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GEICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","GERCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 5"," 6"," 8"," 8"," 10"," 11"," 14"," 17"," 21"," 23"," 23"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"
"2023F","OK","GETCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 5"," 6"," 8"," 8"," 10"," 11"," 14"," 17"," 21"," 23"," 23"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"
"2023F","OK","GETXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 5"," 6"," 8"," 8"," 10"," 11"," 14"," 17"," 21"," 23"," 23"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"
"2023F","OK","HLACB"," 1113"," 1400"," 1487"," 1829"," 1474"," 1879"," 2332"," 2330"," 2282"," 2085"," 1980"," 2189"," 2126"," 1985"," 1809"," 1819"," 1921"," 2305"," 2614"," 635"," 904"," 1276"," 1608"," 1909"," 513"," 513"," 404"," 356"," 392"," 327"," 372"," 418"," 307"," 362"," 554"," 228"," 158"," 224"," 275"," 185"," 168"," 253"," 188"," 283"," 196"," 240"," 246"," 187"," 302"," 269"," 76"," 84"," 100"," 140"," 164"," 215"," 271"," 1008"," 635"," 441"," 479"," 310"," 369"," 324"
"2023F","OK","HLACP"," 290"," 365"," 387"," 476"," 384"," 489"," 607"," 606"," 594"," 543"," 516"," 570"," 553"," 517"," 471"," 474"," 500"," 600"," 681"," 165"," 235"," 332"," 419"," 497"," 134"," 133"," 105"," 93"," 102"," 85"," 97"," 109"," 80"," 94"," 144"," 59"," 41"," 58"," 72"," 48"," 44"," 66"," 49"," 74"," 51"," 63"," 64"," 49"," 79"," 70"," 20"," 22"," 26"," 36"," 43"," 56"," 71"," 262"," 165"," 115"," 125"," 81"," 96"," 84"
"2023F","OK","HLCCB"," 2812"," 2898"," 3291"," 3592"," 3297"," 3314"," 3364"," 3517"," 3641"," 3954"," 4142"," 3975"," 4184"," 4025"," 3775"," 4018"," 4100"," 4039"," 4043"," 1347"," 1256"," 1348"," 1554"," 1849"," 1160"," 1447"," 1055"," 973"," 945"," 1077"," 909"," 980"," 794"," 918"," 855"," 867"," 1164"," 1094"," 1156"," 1636"," 1861"," 1772"," 2164"," 2323"," 1304"," 1423"," 1432"," 1403"," 1344"," 1166"," 1786"," 1552"," 1239"," 1564"," 1845"," 1550"," 1725"," 1728"," 2277"," 2371"," 2579"," 2643"," 2445"," 2114"
"2023F","OK","HLCCP"," 732"," 755"," 857"," 935"," 858"," 863"," 876"," 916"," 948"," 1029"," 1078"," 1035"," 1089"," 1048"," 983"," 1046"," 1067"," 1052"," 1053"," 351"," 327"," 351"," 405"," 481"," 302"," 377"," 275"," 253"," 246"," 280"," 237"," 255"," 207"," 239"," 223"," 226"," 303"," 285"," 301"," 426"," 485"," 461"," 563"," 605"," 339"," 370"," 373"," 365"," 350"," 304"," 465"," 404"," 323"," 407"," 480"," 404"," 449"," 450"," 593"," 617"," 671"," 688"," 636"," 550"
"2023F","OK","HLICB"," 5715"," 6184"," 6173"," 7223"," 6612"," 6451"," 6928"," 6412"," 6866"," 8562"," 8308"," 7439"," 8162"," 9083"," 8546"," 7944"," 7883"," 7805"," 9773"," 21405"," 23562"," 15972"," 17526"," 15649"," 17391"," 18875"," 14292"," 13318"," 11386"," 13539"," 5838"," 10833"," 10768"," 13971"," 14172"," 7400"," 7277"," 9766"," 6363"," 22199"," 9409"," 7948"," 12787"," 8729"," 16903"," 29289"," 42614"," 2634"," 1741"," 1148"," 1461"," 1989"," 1742"," 1423"," 1900"," 1866"," 1408"," 1269"," 1803"," 2340"," 1836"," 1884"," 1699"," 2002"
"2023F","OK","HLICK"," 3.783"," 3.783"," 3.783"," 3.784"," 3.785"," 3.786"," 3.785"," 3.783"," 3.739"," 3.707"," 3.648"," 3.634"," 3.615"," 3.593"," 3.567"," 3.534"," 3.528"," 3.464"," 3.447"," 3.537"," 3.526"," 3.478"," 3.441"," 3.418"," 3.415"," 3.421"," 3.48"," 3.512"," 3.501"," 3.543"," 3.448"," 3.435"," 3.458"," 3.424"," 3.48"," 3.462"," 3.437"," 3.449"," 3.448"," 3.44"," 3.42"," 3.426"," 3.43"," 3.447"," 3.434"," 3.433"," 3.42"," 3.392"," 3.37"," 3.313"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"
"2023F","OK","HLICP"," 1511"," 1635"," 1632"," 1909"," 1747"," 1704"," 1830"," 1695"," 1836"," 2310"," 2277"," 2047"," 2258"," 2528"," 2396"," 2248"," 2234"," 2253"," 2835"," 6051"," 6683"," 4592"," 5093"," 4579"," 5093"," 5517"," 4106"," 3792"," 3252"," 3821"," 1693"," 3154"," 3114"," 4080"," 4073"," 2138"," 2117"," 2832"," 1846"," 6454"," 2751"," 2320"," 3728"," 2532"," 4923"," 8532"," 12462"," 777"," 517"," 346"," 380"," 518"," 453"," 370"," 495"," 486"," 367"," 330"," 469"," 609"," 478"," 490"," 442"," 521"
"2023F","OK","HLRCB"," 14984"," 15445"," 17538"," 19144"," 17569"," 17660"," 17925"," 18740"," 19403"," 21069"," 22075"," 21183"," 22299"," 21449"," 20117"," 21412"," 21847"," 21524"," 21548"," 7180"," 6692"," 7183"," 8284"," 9854"," 6182"," 7712"," 5621"," 5183"," 5035"," 5740"," 4847"," 5225"," 4229"," 4894"," 4557"," 4619"," 6202"," 5831"," 6158"," 8719"," 9919"," 9443"," 11533"," 8686"," 7814"," 7200"," 7572"," 9472"," 8187"," 7669"," 8219"," 7105"," 5682"," 7474"," 7460"," 6949"," 6414"," 6989"," 7907"," 8375"," 7974"," 8048"," 8372"," 7271"
"2023F","OK","HLRCP"," 3901"," 4021"," 4566"," 4984"," 4574"," 4598"," 4667"," 4879"," 5052"," 5485"," 5747"," 5515"," 5806"," 5584"," 5237"," 5575"," 5688"," 5604"," 5610"," 1869"," 1742"," 1870"," 2157"," 2565"," 1610"," 2008"," 1463"," 1349"," 1311"," 1494"," 1262"," 1360"," 1101"," 1274"," 1186"," 1203"," 1615"," 1518"," 1603"," 2270"," 2582"," 2459"," 3003"," 2261"," 2034"," 1874"," 1971"," 2466"," 2131"," 1997"," 2140"," 1850"," 1479"," 1946"," 1942"," 1809"," 1670"," 1819"," 2059"," 2180"," 2076"," 2095"," 2180"," 1893"
"2023F","OK","HLTCB"," 24624"," 25928"," 28489"," 31788"," 28952"," 29304"," 30548"," 30998"," 32192"," 35670"," 36505"," 34786"," 36771"," 36542"," 34246"," 35193"," 35751"," 35673"," 37978"," 30568"," 32414"," 25779"," 28972"," 29260"," 25247"," 28546"," 21371"," 19829"," 17758"," 20684"," 11966"," 17456"," 16098"," 20144"," 20139"," 13114"," 14801"," 16916"," 13952"," 32739"," 21357"," 19417"," 26673"," 20021"," 26218"," 38152"," 51863"," 13696"," 11575"," 10252"," 11541"," 10730"," 8763"," 10600"," 11369"," 10581"," 9819"," 10994"," 12622"," 13526"," 12869"," 12884"," 12885"," 11711"
"2023F","OK","HLTCK"," 3.827"," 3.827"," 3.828"," 3.828"," 3.828"," 3.829"," 3.828"," 3.829"," 3.819"," 3.808"," 3.795"," 3.795"," 3.788"," 3.776"," 3.769"," 3.767"," 3.767"," 3.752"," 3.731"," 3.623"," 3.607"," 3.608"," 3.589"," 3.602"," 3.537"," 3.553"," 3.592"," 3.614"," 3.616"," 3.641"," 3.639"," 3.578"," 3.576"," 3.542"," 3.579"," 3.617"," 3.631"," 3.604"," 3.651"," 3.559"," 3.643"," 3.66"," 3.632"," 3.659"," 3.568"," 3.52"," 3.488"," 3.746"," 3.762"," 3.774"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"
"2023F","OK","HLTCP"," 6433"," 6775"," 7441"," 8304"," 7563"," 7654"," 7980"," 8096"," 8430"," 9367"," 9618"," 9167"," 9706"," 9677"," 9087"," 9342"," 9490"," 9508"," 10179"," 8437"," 8987"," 7145"," 8073"," 8122"," 7138"," 8035"," 5950"," 5487"," 4911"," 5681"," 3289"," 4878"," 4502"," 5687"," 5626"," 3625"," 4076"," 4693"," 3821"," 9198"," 5862"," 5306"," 7343"," 5472"," 7348"," 10840"," 14870"," 3656"," 3077"," 2717"," 3005"," 2794"," 2281"," 2760"," 2960"," 2755"," 2556"," 2862"," 3286"," 3521"," 3350"," 3354"," 3355"," 3049"
"2023F","OK","HLTXB"," 24624"," 25928"," 28489"," 31788"," 28952"," 29304"," 30548"," 30998"," 32192"," 35670"," 36505"," 34786"," 36771"," 36542"," 34246"," 35193"," 35751"," 35673"," 37978"," 30568"," 32414"," 25779"," 28972"," 29260"," 25247"," 28546"," 21371"," 19829"," 17758"," 20684"," 11966"," 17456"," 16098"," 20144"," 20139"," 13114"," 14801"," 16916"," 13952"," 32739"," 21357"," 19417"," 26673"," 20021"," 26218"," 38152"," 51863"," 13696"," 11575"," 10252"," 11541"," 10730"," 8763"," 10600"," 11369"," 10581"," 9819"," 10994"," 12622"," 13526"," 12869"," 12884"," 12885"," 11711"
"2023F","OK","HLTXP"," 6433"," 6775"," 7441"," 8304"," 7563"," 7654"," 7980"," 8096"," 8430"," 9367"," 9618"," 9167"," 9706"," 9677"," 9087"," 9342"," 9490"," 9508"," 10179"," 8437"," 8987"," 7145"," 8073"," 8122"," 7138"," 8035"," 5950"," 5487"," 4911"," 5681"," 3289"," 4878"," 4502"," 5687"," 5626"," 3625"," 4076"," 4693"," 3821"," 9198"," 5862"," 5306"," 7343"," 5472"," 7348"," 10840"," 14870"," 3656"," 3077"," 2717"," 3005"," 2794"," 2281"," 2760"," 2960"," 2755"," 2556"," 2862"," 3286"," 3521"," 3350"," 3354"," 3355"," 3049"
"2023F","OK","HPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4.7"," 5.8"," 3.1"," 4"," 6.2"," 6.8"," 4.2"," 4.9"," 3.6"," 3.5"," 1.8"
"2023F","OK","HPGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 260"," 260"," 260"," 260"," 260"," 260"," 260"," 258"," 258"," 258"," 258"," 258"," 258"," 258"," 258"," 258"
"2023F","OK","HVCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 51"," 47.5"," 37.4"," 20"," 15.2"," 28.7"," 18.9"," 35.3"," 34.1"," 27"," 26.9"," 51.6"," 38.3"," 37.6"," 23.9"," 20.1"
"2023F","OK","HVGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 851"," 854"," 858"," 858"," 858"," 867"," 863"," 862"," 860"," 862"," 864"," 864"," 850"," 841"," 844"," 841"
"2023F","OK","HYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","HYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","HYEGB"," 2404"," 3418"," 2495"," 649"," 1044"," 2814"," 1748"," 2477"," 5207"," 6434"," 4796"," 4718"," 4938"," 12833"," 12250"," 10049"," 5258"," 5969"," 6015"," 7926"," 4485"," 3827"," 7130"," 8530"," 7979"," 13580"," 10069"," 10059"," 6977"," 8161"," 9317"," 6558"," 11061"," 14868"," 8580"," 9485"," 7362"," 9967"," 11972"," 10834"," 7769"," 8000"," 6783"," 6136"," 10156"," 8975"," 2128"," 10461"," 13004"," 12121"," 9584"," 5142"," 3908"," 7432"," 4874"," 9089"," 8781"," 6948"," 6943"," 13318"," 9739"," 9438"," 6038"," 5062"
"2023F","OK","HYEGP"," 705"," 1002"," 731"," 190"," 306"," 825"," 512"," 726"," 1526"," 1886"," 1406"," 1383"," 1447"," 3761"," 3590"," 2945"," 1541"," 1749"," 1763"," 2323"," 1315"," 1122"," 2090"," 2500"," 2339"," 3980"," 2951"," 2948"," 2045"," 2392"," 2731"," 1922"," 3242"," 4357"," 2515"," 2780"," 2158"," 2921"," 3509"," 3175"," 2277"," 2345"," 1988"," 1798"," 2977"," 2630"," 624"," 3066"," 3811"," 3553"," 2809"," 1507"," 1146"," 2178"," 1428"," 2664"," 2573"," 2036"," 2035"," 3903"," 2854"," 2766"," 1770"," 1483"
"2023F","OK","HYICB"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","HYICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","HYTCB"," 2404"," 3418"," 2495"," 650"," 1045"," 2814"," 1748"," 2477"," 5207"," 6434"," 4796"," 4718"," 4938"," 12833"," 12250"," 10049"," 5258"," 5969"," 6015"," 7926"," 4485"," 3827"," 7130"," 8530"," 7979"," 13580"," 10069"," 10059"," 6977"," 8161"," 9317"," 6558"," 11061"," 14868"," 8580"," 9485"," 7362"," 9967"," 11972"," 10834"," 7769"," 8000"," 6783"," 6136"," 10156"," 8975"," 2128"," 10461"," 13004"," 12121"," 9584"," 5142"," 3908"," 7432"," 4874"," 9089"," 8781"," 6948"," 6943"," 13318"," 9739"," 9438"," 6038"," 5062"
"2023F","OK","HYTCP"," 705"," 1002"," 731"," 191"," 306"," 825"," 512"," 726"," 1526"," 1886"," 1406"," 1383"," 1447"," 3761"," 3590"," 2945"," 1541"," 1749"," 1763"," 2323"," 1315"," 1122"," 2090"," 2500"," 2339"," 3980"," 2951"," 2948"," 2045"," 2392"," 2731"," 1922"," 3242"," 4357"," 2515"," 2780"," 2158"," 2921"," 3509"," 3175"," 2277"," 2345"," 1988"," 1798"," 2977"," 2630"," 624"," 3066"," 3811"," 3553"," 2809"," 1507"," 1146"," 2178"," 1428"," 2664"," 2573"," 2036"," 2035"," 3903"," 2854"," 2766"," 1770"," 1483"
"2023F","OK","HYTXB"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
